ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
133,episode_260409_195221_target_right_left_path__core__fixed_center,right_left,7,7,False,FORWARD,0.5,0.5,0.0,True,2,gray basket|chair,True,0.0,"[(0.390625, 0.484375, 0.578125, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room with a chair and a desk",False,False,False,False,72
133,episode_260409_195221_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5156,0.625,0.06445,True,3,gray basket|A small air conditioner|the floor,True,0.5855,"[(0.421875, 0.453125, 0.609375, 0.796875)]",A small air conditioner|the floor,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
133,episode_260409_195221_target_right_left_path__core__fixed_center,right_left,9,9,True,FORWARD,0.5312,0.6406,0.08203,True,2,gray basket|chair,True,0.6178,"[(0.421875, 0.453125, 0.640625, 0.828125)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
133,episode_260409_195221_target_right_left_path__core__fixed_center,right_left,15,15,True,FORWARD,0.4688,0.4062,0.70801,True,1,gray basket,True,0.2132,"[(0.265625, 0.421875, 0.671875, 0.984375)]",,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a broken chair and a broken light fixture.",False,False,False,False,74
134,episode_260409_195322_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.625,0.5781,0.03906,True,3,gray basket|a chair|white walls,True,0.6537,"[(0.546875, 0.453125, 0.703125, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a classroom",False,False,False,False,66
134,episode_260409_195322_target_right_left_path__core__fixed_center,right_left,3,3,True,FWD+L,0.5,0.3438,0.63574,True,2,gray basket|chair,True,0.0614,"[(0.515625, 0.453125, 0.671875, 0.703125)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a chair and a desk",False,False,False,False,71
134,episode_260409_195322_target_right_left_path__core__fixed_center,right_left,6,6,True,FORWARD,0.5,0.5,0.05,True,3,gray basket|chair|white walls,True,0.2451,"[(0.359375, 0.484375, 0.546875, 0.765625)]",chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
134,episode_260409_195322_target_right_left_path__core__fixed_center,right_left,11,11,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2824,"[(0.359375, 0.453125, 0.609375, 0.890625)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a plastic trash can in the corner",False,False,False,False,69
134,episode_260409_195322_target_right_left_path__core__fixed_center,right_left,12,12,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2204,"[(0.328125, 0.453125, 0.640625, 0.921875)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a dirty air conditioner in a room",False,False,False,False,66
135,episode_260409_172906_target_right_right_path__core__fixed_center,right_right,2,2,True,RIGHT,0.5,0.5,0.05,True,2,gray basket|wooden chair,True,0.3098,"[(0.390625, 0.484375, 0.546875, 0.703125)]",wooden chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a chair and a table",False,False,False,False,71
135,episode_260409_172906_target_right_right_path__core__fixed_center,right_right,3,3,False,FWD+R,0.5,0.5,0.0,True,2,gray basket|a wooden chair,True,0.0,"[(0.296875, 0.453125, 0.453125, 0.703125)]",a wooden chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a chair and a table",False,False,False,False,67
135,episode_260409_172906_target_right_right_path__core__fixed_center,right_right,4,4,False,FWD+R,0.5,0.5,0.0,True,2,gray basket|a chair,True,0.0,"[(0.328125, 0.453125, 0.453125, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a table and chair, and a small air conditioner on the floor.",False,False,False,False,74
135,episode_260409_172906_target_right_right_path__core__fixed_center,right_right,8,8,True,FORWARD,0.5,0.3438,0.63574,True,2,gray basket|a chair,True,0.0829,"[(0.328125, 0.453125, 0.515625, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a small air conditioner in a corner of a room",False,False,False,False,69
135,episode_260409_172906_target_right_right_path__core__fixed_center,right_right,15,15,True,FORWARD,0.4688,0.375,0.65137,True,2,gray basket|a white wall,True,0.1453,"[(0.046875, 0.421875, 0.359375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white trash can in front of a wall with a power outlet.",False,False,False,False,72
136,episode_260409_173030_target_right_right_path__core__fixed_center,right_right,0,0,True,FWD+R,0.5156,0.3281,0.58594,True,2,gray basket|trash can,True,0.0467,"[(0.671875, 0.453125, 0.796875, 0.671875)]",trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can in the corner",False,False,False,False,68
136,episode_260409_173030_target_right_right_path__core__fixed_center,right_right,1,1,True,RIGHT,0.5,0.3438,0.63574,True,3,gray basket|a plant|white walls,True,0.0614,"[(0.703125, 0.453125, 0.859375, 0.703125)]",a plant|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a corner of a room with a trash can and a plant in the corner",False,False,False,False,74
136,episode_260409_173030_target_right_right_path__core__fixed_center,right_right,9,9,True,FORWARD,0.6562,0.6562,0.0752,True,2,gray basket|a white wall,True,0.6635,"[(0.546875, 0.484375, 0.765625, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a gray air conditioner sitting in a corner of a room.",False,True,False,False,70
136,episode_260409_173030_target_right_right_path__core__fixed_center,right_right,11,11,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a white wall,True,0.1317,"[(0.546875, 0.453125, 0.828125, 0.890625)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
136,episode_260409_173030_target_right_right_path__core__fixed_center,right_right,14,14,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.1979,"[(0.546875, 0.421875, 0.953125, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
